[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=first},74.12792542238857
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},71.08755165415404
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},68.81312657137856
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},79.20912620009
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=domain},78.73452563453299
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},84.98506638207103
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},84.31273749469398
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=Senegal+ predicate=nameLocal},94.98818986940748
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},93.096421342772
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},91.7488361023038
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=OccupiedTerritory+ predicate=disjointWith},70.50576100411253
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameLocal},90.3391038633197
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},70.04619090024936
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republique du Senegal+ predicate=nameLocalLong},98.1507603478517
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},94.90255054111688
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameLocal},88.99344839791662
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},91.36833143221254
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},99.43227436658665
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},79.35269747383259
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},79.64385292735395
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameLocal},69.57048998631282
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},73.70479637799782
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},68.1672810569419
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Senegal+ predicate=nameEnglish},73.6064797406838
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},80.1940133849834
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},71.12813346765333
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republique du Senegal+ predicate=nameLocalLong},79.5778946361156
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=Senegal+ predicate=nameEnglish},89.9336677552476
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},96.56352135472548
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},90.23002708875111
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},96.84408913528985
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},78.27201611430243
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=Senegal+ predicate=nameEnglish},98.13345267047995
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},76.1064336941975
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},95.40672335988587
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=disjointWith},82.68995724053214
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},68.71619871917372
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},88.78983851081111
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},69.88639075740168
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},78.92052192634836
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=OccupiedTerritory+ predicate=disjointWith},83.52572186269386
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},80.51669871019159
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},65.489263316327
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},69.79235576220103
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republique du Senegal+ predicate=nameLocalLong},87.59546055994974
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},80.13619503711674
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},79.88193919399457
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},73.26782633138106
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},83.1976089497204
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},69.00519200920182
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},90.13457469288218
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},68.22707601390744
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},87.96758357921141
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},69.0569994712372
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},95.46282006313169
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=first},67.22561592408515
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},81.60358149360323
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},78.04630983314698
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},88.05219714890174
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=first},69.26088418937165
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},93.46256515636611
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},68.78935679399791
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameLocal},67.87010363106148
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=first},93.87721946345334
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},79.2502642133861
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=Senegal+ predicate=nameEnglish},70.13131509131006
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},91.59811712163923
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=first},91.00876907073125
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=OccupiedTerritory+ predicate=disjointWith},77.55143673453053
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},67.28147326296754
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},67.26262202346953
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=Republique du Senegal+ predicate=nameLocalLong},70.94517214386083
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},91.05458303173889
[Item{object=Senegal+ predicate=nameLocal}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},79.17345977731546
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},77.2798831062507
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=first},87.18031892783446
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},99.8830489505911
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},79.23001482057884
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},89.5088708219912
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=Senegal+ predicate=nameLocal},99.44935966191198
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},85.02380424019533
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},66.16518711169073
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},92.23852556241229
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=OccupiedTerritory+ predicate=domain},71.68505425122524
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},73.17226072359088
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},98.17681071662628
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=Senegal+ predicate=nameEnglish},85.56741376690587
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=domain},99.93818241323262
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},94.86768463507012
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=OccupiedTerritory+ predicate=disjointWith},68.20918463067675
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},85.42750637831156
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=domain},99.06378352613727
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republique du Senegal+ predicate=nameLocalLong},84.07424333066852
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},99.53971210163681
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},81.07816900373159
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=domain},86.3793530050639
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},96.43895086495156
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},73.0545333768978
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},82.74471400341295
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameEnglish},95.66806023749066
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameEnglish}],Item{object=OccupiedTerritory+ predicate=domain},79.40849428526838
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},84.41758789066928
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},86.40029085883008
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=Senegal+ predicate=nameLocal},97.91211691292773
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},87.8068150195214
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},71.23312124229237
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=OccupiedTerritory+ predicate=disjointWith},70.64678581422042
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameLocal},93.1026701950082
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},97.78987976672012
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=Republique du Senegal+ predicate=nameLocalLong},94.02616116975551
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},93.19549787290194
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameLocal},69.1672164399397
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},77.8527908114195
[Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},73.14156006632408
[Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Republique du Senegal+ predicate=nameLocalLong},72.1208938178194
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}],Item{object=OccupiedTerritory+ predicate=disjointWith},65.97002916720515
[Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}],Item{object=Senegal+ predicate=nameLocal},66.9774882074159
[Item{object=OccupiedTerritory+ predicate=first}, Item{object=Republique du Senegal+ predicate=nameLocalLong}, Item{object=OccupiedTerritory+ predicate=disjointWith}, Item{object=Senegal+ predicate=nameLocal}],Item{object=OccupiedTerritory+ predicate=domain},73.07127120841359
[Item{object=Senegal+ predicate=nameEnglish}, Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}],Item{object=OccupiedTerritory+ predicate=first},78.40358136850658
[Item{object=Senegal+ predicate=nameLocal}, Item{object=OccupiedTerritory+ predicate=domain}, Item{object=OccupiedTerritory+ predicate=first}],Item{object=Senegal+ predicate=nameEnglish},83.30407542692103
