s,p,o
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#name,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#webpages,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Tropical,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Tropical,http://www.w3.org/2000/01/rdf-schema#label,Tropical
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Tropical,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Climatic_Region
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Tropical,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Arctic
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Tropical,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Desert
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Tropical,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mild
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Tropical,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Subtropical
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#State,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#State,http://www.w3.org/2000/01/rdf-schema#label,State
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#State,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Administrative_Region
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Street,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Street,http://www.w3.org/2000/01/rdf-schema#label,Street
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Street,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Administrative_Region
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Geographical_Region,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Geographical_Region,http://www.w3.org/2000/01/rdf-schema#label,Geographical region
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Geographical_Region,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Region
http://xmlns.com/foaf/0.1/status,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/status,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,unstable
http://xmlns.com/foaf/0.1/status,http://www.w3.org/2000/01/rdf-schema#label,status
http://xmlns.com/foaf/0.1/status,http://www.w3.org/2000/01/rdf-schema#comment,A string expressing what the user is happy for the general public (normally) to know about their current activity.
http://xmlns.com/foaf/0.1/status,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/status,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Agent
http://xmlns.com/foaf/0.1/status,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://xmlns.com/foaf/0.1/status,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/dnaChecksum,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/dnaChecksum,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,archaic
http://xmlns.com/foaf/0.1/dnaChecksum,http://www.w3.org/2000/01/rdf-schema#label,DNA checksum
http://xmlns.com/foaf/0.1/dnaChecksum,http://www.w3.org/2000/01/rdf-schema#comment,A checksum for the DNA of some thing. Joke.
http://xmlns.com/foaf/0.1/dnaChecksum,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/dnaChecksum,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/dnaChecksum,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Language,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Language,http://www.w3.org/2000/01/rdf-schema#label,Language
http://www.mindswap.org/ontologies/debugging/university.owl#PGCourse,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.mindswap.org/ontologies/debugging/university.owl#PGCourse,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.mindswap.org/ontologies/debugging/university.owl#Course
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#hasOfficialLanguage,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#hasOfficialLanguage,http://www.w3.org/2000/01/rdf-schema#domain,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Administrative_Region
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#hasOfficialLanguage,http://www.w3.org/2000/01/rdf-schema#range,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Language
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#hasOfficialLanguage,http://www.w3.org/2002/07/owl#inverseOf,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#isOfficialLanguageOf
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Ontology
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region,http://www.w3.org/2002/07/owl#imports,http://purl.org/dc/elements/1.1/
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#age,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.lehigh.edu/~zhp2/2004/0401/univ-bench.owl#age,http://www.w3.org/2000/01/rdf-schema#label,is age
http://xmlns.com/foaf/0.1/interest,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/interest,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/interest,http://www.w3.org/2000/01/rdf-schema#label,interest
http://xmlns.com/foaf/0.1/interest,http://www.w3.org/2000/01/rdf-schema#comment,A page about a topic of interest to this person.
http://xmlns.com/foaf/0.1/interest,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://xmlns.com/foaf/0.1/interest,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Agent
http://xmlns.com/foaf/0.1/interest,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/Document
http://xmlns.com/foaf/0.1/interest,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#approaches,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.semanticweb.org/ontologies/2012/4/Ontology1336557684515.owl#Article,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.semanticweb.org/ontologies/2012/4/Ontology1336557684515.owl#Article,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.semanticweb.org/ontologies/2012/4/Ontology1336557684515.owl#Publication
http://xmlns.com/foaf/0.1/depicts,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/depicts,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/depicts,http://www.w3.org/2000/01/rdf-schema#label,depicts
http://xmlns.com/foaf/0.1/depicts,http://www.w3.org/2000/01/rdf-schema#comment,A thing depicted in this representation.
http://xmlns.com/foaf/0.1/depicts,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://xmlns.com/foaf/0.1/depicts,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2002/07/owl#Thing
http://xmlns.com/foaf/0.1/depicts,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Image
http://xmlns.com/foaf/0.1/depicts,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/depicts,http://www.w3.org/2002/07/owl#inverseOf,http://xmlns.com/foaf/0.1/depiction
http://xmlns.com/foaf/0.1/account,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/account,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/account,http://www.w3.org/2000/01/rdf-schema#label,account
http://xmlns.com/foaf/0.1/account,http://www.w3.org/2000/01/rdf-schema#comment,Indicates an account held by this agent.
http://xmlns.com/foaf/0.1/account,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://xmlns.com/foaf/0.1/account,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Agent
http://xmlns.com/foaf/0.1/account,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/OnlineAccount
http://xmlns.com/foaf/0.1/account,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#description,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/sha1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/sha1,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,unstable
http://xmlns.com/foaf/0.1/sha1,http://www.w3.org/2000/01/rdf-schema#label,sha1sum (hex)
http://xmlns.com/foaf/0.1/sha1,http://www.w3.org/2000/01/rdf-schema#comment,"A sha1sum hash, in hex."
http://xmlns.com/foaf/0.1/sha1,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/sha1,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Document
http://xmlns.com/foaf/0.1/sha1,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#consistsOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#consistsOf,http://www.w3.org/2000/01/rdf-schema#domain,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Region
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#consistsOf,http://www.w3.org/2000/01/rdf-schema#range,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Region
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#consistsOf,http://www.w3.org/2002/07/owl#inverseOf,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#isPartOf
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#consistsOf,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#TransitiveProperty
http://www.mindswap.org/ontologies/debugging/university.owl#UGCourse,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://www.mindswap.org/ontologies/debugging/university.owl#UGCourse,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.mindswap.org/ontologies/debugging/university.owl#Course
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#date,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/myersBriggs,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/myersBriggs,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/myersBriggs,http://www.w3.org/2000/01/rdf-schema#label,myersBriggs
http://xmlns.com/foaf/0.1/myersBriggs,http://www.w3.org/2000/01/rdf-schema#comment,A Myers Briggs (MBTI) personality classification.
http://xmlns.com/foaf/0.1/myersBriggs,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/myersBriggs,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Person
http://xmlns.com/foaf/0.1/myersBriggs,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://xmlns.com/foaf/0.1/myersBriggs,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/schoolHomepage,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/schoolHomepage,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/schoolHomepage,http://www.w3.org/2000/01/rdf-schema#label,schoolHomepage
http://xmlns.com/foaf/0.1/schoolHomepage,http://www.w3.org/2000/01/rdf-schema#comment,A homepage of a school attended by the person.
http://xmlns.com/foaf/0.1/schoolHomepage,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://xmlns.com/foaf/0.1/schoolHomepage,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Person
http://xmlns.com/foaf/0.1/schoolHomepage,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/Document
http://xmlns.com/foaf/0.1/schoolHomepage,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#abstract,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/01/rdf-schema#comment,A person.
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,stable
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://www.w3.org/2003/01/geo/wgs84_pos#SpatialThing
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/01/rdf-schema#label,Person
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2002/07/owl#disjointWith,http://xmlns.com/foaf/0.1/Project
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2000/01/rdf-schema#Class
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2002/07/owl#equivalentClass,http://schema.org/Person
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2002/07/owl#equivalentClass,http://www.w3.org/2000/10/swap/pim/contact#Person
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://xmlns.com/foaf/0.1/Agent
http://xmlns.com/foaf/0.1/Person,http://www.w3.org/2002/07/owl#disjointWith,http://xmlns.com/foaf/0.1/Organization
_:b4,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Restriction
_:b4,http://www.w3.org/2002/07/owl#onProperty,file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#hasStartDate
_:b4,http://www.w3.org/2002/07/owl#cardinality,1
http://xmlns.com/foaf/0.1/logo,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/logo,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/logo,http://www.w3.org/2000/01/rdf-schema#label,logo
http://xmlns.com/foaf/0.1/logo,http://www.w3.org/2000/01/rdf-schema#comment,A logo representing some thing.
http://xmlns.com/foaf/0.1/logo,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://xmlns.com/foaf/0.1/logo,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/2002/07/owl#Thing
http://xmlns.com/foaf/0.1/logo,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2002/07/owl#Thing
http://xmlns.com/foaf/0.1/logo,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#InverseFunctionalProperty
http://xmlns.com/foaf/0.1/logo,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#lastPage,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://www.semanticweb.org/ontologies/2012/4/Ontology1336557684515.owl#year,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#productMailingList,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Desert,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Desert,http://www.w3.org/2000/01/rdf-schema#label,Desert
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Desert,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Climatic_Region
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Desert,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Arctic
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Desert,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Mild
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Desert,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Subtropical
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Desert,http://www.w3.org/2002/07/owl#disjointWith,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Tropical
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Settlement,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Class
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Settlement,http://www.w3.org/2000/01/rdf-schema#label,Settlement
http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Settlement,http://www.w3.org/2000/01/rdf-schema#subClassOf,http://mapekus.fiit.stuba.sk/mapekus/ontologies/v0.2/region#Administrative_Region
http://www.mindswap.org/ontologies/debugging/university.owl#HCI,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
http://www.mindswap.org/ontologies/debugging/university.owl#HCI,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#hasEndTime,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#hasEndTime,http://www.w3.org/2000/01/rdf-schema#domain,file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#Event
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/www04photo.owl#hasEndTime,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2001/XMLSchema#dateTime
http://www.mindswap.org/ontologies/debugging/university.owl#Graphics,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#Thing
http://www.mindswap.org/ontologies/debugging/university.owl#Graphics,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#NamedIndividual
http://xmlns.com/foaf/0.1/topic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/topic,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/topic,http://www.w3.org/2000/01/rdf-schema#label,topic
http://xmlns.com/foaf/0.1/topic,http://www.w3.org/2000/01/rdf-schema#comment,A topic of some page or document.
http://xmlns.com/foaf/0.1/topic,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://xmlns.com/foaf/0.1/topic,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Document
http://xmlns.com/foaf/0.1/topic,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2002/07/owl#Thing
http://xmlns.com/foaf/0.1/topic,http://www.w3.org/2002/07/owl#inverseOf,http://xmlns.com/foaf/0.1/page
http://xmlns.com/foaf/0.1/topic,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
file:/C:/Users/User/Desktop/final%20ontologies%20for%20thesis/original%20ontologies/ka.owl#applicationAreas,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/member,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/member,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,stable
http://xmlns.com/foaf/0.1/member,http://www.w3.org/2000/01/rdf-schema#label,member
http://xmlns.com/foaf/0.1/member,http://www.w3.org/2000/01/rdf-schema#comment,Indicates a member of a Group
http://xmlns.com/foaf/0.1/member,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#ObjectProperty
http://xmlns.com/foaf/0.1/member,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Group
http://xmlns.com/foaf/0.1/member,http://www.w3.org/2000/01/rdf-schema#range,http://xmlns.com/foaf/0.1/Agent
http://xmlns.com/foaf/0.1/member,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/name,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
http://xmlns.com/foaf/0.1/name,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/name,http://www.w3.org/2000/01/rdf-schema#label,name
http://xmlns.com/foaf/0.1/name,http://www.w3.org/2000/01/rdf-schema#comment,A name for some thing.
http://xmlns.com/foaf/0.1/name,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#DatatypeProperty
http://xmlns.com/foaf/0.1/name,http://www.w3.org/2000/01/rdf-schema#domain,http://www.w3.org/2002/07/owl#Thing
http://xmlns.com/foaf/0.1/name,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://xmlns.com/foaf/0.1/name,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/name,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://www.w3.org/2000/01/rdf-schema#label
http://www.w3.org/2004/02/skos/core#Concept,http://www.w3.org/2000/01/rdf-schema#label,Concept
http://xmlns.com/foaf/0.1/icqChatID,http://www.w3.org/2000/01/rdf-schema#label,ICQ chat ID
http://xmlns.com/foaf/0.1/icqChatID,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://xmlns.com/foaf/0.1/
http://xmlns.com/foaf/0.1/icqChatID,http://www.w3.org/2000/01/rdf-schema#subPropertyOf,http://xmlns.com/foaf/0.1/nick
http://xmlns.com/foaf/0.1/icqChatID,http://www.w3.org/2003/06/sw-vocab-status/ns#term_status,testing
http://xmlns.com/foaf/0.1/icqChatID,http://www.w3.org/2000/01/rdf-schema#domain,http://xmlns.com/foaf/0.1/Agent
http://xmlns.com/foaf/0.1/icqChatID,http://www.w3.org/2000/01/rdf-schema#range,http://www.w3.org/2000/01/rdf-schema#Literal
http://xmlns.com/foaf/0.1/icqChatID,http://www.w3.org/2000/01/rdf-schema#comment,An ICQ chat ID
http://xmlns.com/foaf/0.1/icqChatID,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/2002/07/owl#InverseFunctionalProperty
http://xmlns.com/foaf/0.1/icqChatID,http://www.w3.org/1999/02/22-rdf-syntax-ns#type,http://www.w3.org/1999/02/22-rdf-syntax-ns#Property
